name,salary_from,salary_to,salary_currency,area_name,published_at
Ведущий инженер-программист АСУ ТП,90000,,RUR,Уфа,2022-12-21T07:41:23+0300
Сервисный инженер,40000,50000,RUR,Белгород,2022-12-21T07:55:12+0300
Системный аналитик 1С (Стажер),40000,60000,RUR,Красноярск,2022-12-21T07:38:37+0300
Программист 1C,,100000,RUR,Москва,2022-12-21T07:45:01+0300
Токарь-расточник,60000,90000,RUR,Нижний Новгород,2022-12-21T07:43:02+0300
"Преподаватель ""техническая эксплуатация, ремонт и обслуживание дорожно-строительной техники""",38000,60000,RUR,Новосибирск,2022-12-21T07:10:07+0300
Контрольный механик в таксопарк,30000,35000,RUR,Кемерово,2022-12-21T07:06:27+0300
Ведущий программист 1С (руководитель направления 1С),60000,120000,RUR,Красноярск,2022-12-21T07:56:43+0300
Аналитик,200000,200000,KZT,Алматы,2022-12-21T08:27:03+0300
Токарь,65000,,RUR,Ижевск,2022-12-21T09:48:32+0300
Проектный менеджер,,100000,RUR,Вологда,2022-12-21T08:10:20+0300
Backend Разработчик,40000,70000,RUR,Красноярск,2022-12-21T09:27:56+0300
Junior+ Backend Разработчик,100000,,RUR,Москва,2022-12-21T09:36:23+0300
Редактор художественной литературы,60000,,RUR,Москва,2022-12-21T09:06:45+0300
Токарь-универсал,50000,,RUR,Самара,2022-12-21T08:23:41+0300
Специалист технической поддержки,40000,,RUR,Казань,2022-12-21T09:34:00+0300
Специалист по изучению поисковой выдачи в Яндекс,,65000,RUR,Москва,2022-12-21T08:34:44+0300
Наладчик оборудования,70000,90000,RUR,Санкт-Петербург,2022-12-21T09:52:19+0300
Проектный менеджер,,100000,RUR,Санкт-Петербург,2022-12-21T08:10:20+0300
Системный администратор,100000,,RUR,Красноярск,2022-12-21T08:10:18+0300
Специалист по обучению/методист,40000,,RUR,Уфа,2022-12-21T08:40:56+0300
Специалист службы технической поддержки,58500,,RUR,Серпухов,2022-12-21T09:20:31+0300
Дизайнер UX/UI (Senior/Middle+),150000,,RUR,Санкт-Петербург,2022-12-21T09:29:48+0300
Токарь 5 разряда,150000,150000,RUR,Москва,2022-12-21T08:18:12+0300
Младший аналитик данных,35000,45000,RUR,Ижевск,2022-12-21T09:28:16+0300
Механик по ремонту буровых установок,170000,170000,RUR,Екатеринбург,2022-12-21T08:20:44+0300
Специалист технической поддержки,32000,,RUR,Пенза,2022-12-21T09:58:30+0300
Инженер технической поддержки,55000,,RUR,Санкт-Петербург,2022-12-21T09:58:13+0300
Системный администратор,,90000,RUR,Москва,2022-12-21T08:37:46+0300
"Менеджер проекта, Алматы",400000,500000,KZT,Алматы,2022-12-21T08:51:35+0300
Сервисный инженер / Компьютерный мастер,,250000,RUR,Москва,2022-12-21T08:19:17+0300
Станочник деревообрабатывающих станков,1000,,BYR,Брест,2022-12-21T09:24:13+0300
Инженер QA (Тестировщик),90000,,RUR,Челябинск,2022-12-21T08:14:03+0300
Продакт-менеджер,120000,,RUR,Москва,2022-12-21T09:20:28+0300
Арт-менеджер,30000,,RUR,Новороссийск,2022-12-21T09:14:27+0300
Дизайнер-верстальщик,60000,,RUR,Подольск (Московская область),2022-12-21T09:02:40+0300
Middle Python разработчик,100000,200000,RUR,Москва,2022-12-21T08:24:49+0300
Сервисный инженер по робототехнике,85000,125000,RUR,Санкт-Петербург,2022-12-21T09:11:33+0300
Системный администратор,,266000,KZT,Астана,2022-12-21T09:24:31+0300
Преподаватель (Сетевое и системное администрирование),20000,40000,RUR,Оренбург,2022-12-21T08:08:00+0300
Сервисный инженер,120000,,RUR,Мурманск,2022-12-21T09:15:11+0300
Рабочий на производстве,800,1800,BYR,Минск,2022-12-21T09:37:55+0300
Дизайнер,,300000,KZT,Астана,2022-12-21T08:39:56+0300
Разработчик PHP Laravel,250000,,RUR,Москва,2022-12-21T09:12:55+0300
Специалист отдела ИТ,40000,40000,RUR,Екатеринбург,2022-12-21T08:58:42+0300
SQL программист,60000,,RUR,Саратов,2022-12-21T08:37:23+0300
Механик по ремонту буровых установок,170000,170000,RUR,Челябинск,2022-12-21T08:20:44+0300
IOS разработчик,80000,140000,RUR,Омск,2022-12-21T08:45:30+0300
Моушн дизайнер/3D дженералист,90000,150000,RUR,Москва,2022-12-21T08:07:06+0300
Электромеханик,200000,,KZT,Астана,2022-12-21T08:04:34+0300
Инженер отдела мониторинга (технической поддержки L1),1700,,BYR,Минск,2022-12-21T09:02:04+0300
Графический дизайнер,6000000,8000000,UZS,Самарканд,2022-12-21T08:12:00+0300
Графический дизайнер,250000,,KZT,Алматы,2022-12-21T09:57:24+0300
Дизайнер,30000,55000,RUR,Уфа,2022-12-21T08:10:49+0300
Консультант службы технической поддержки клиентов iiko (2 линия),70000,,RUR,Санкт-Петербург,2022-12-21T08:51:45+0300
Механик в горнодобывающую компанию,120000,150000,RUR,Хабаровск,2022-12-21T09:33:01+0300
Cпециалист техподдержки,45000,45000,RUR,Новосибирск,2022-12-21T08:07:08+0300
Стажер-программист 1С,60000,100000,RUR,Самара,2022-12-21T08:12:15+0300
Сварщик / оператор станка,60000,,RUR,Краснодар,2022-12-21T08:27:04+0300
Товарный аналитик,100000,,RUR,Москва,2022-12-21T09:10:55+0300
Младший системный администратор,58000,,RUR,Москва,2022-12-21T09:26:03+0300
Backend разработчик,3500,5500,USD,Москва,2022-12-21T08:59:17+0300
Middle QA / Тестировщик,80000,,RUR,Владивосток,2022-12-21T09:41:11+0300
Техник,75000,80000,RUR,Санкт-Петербург,2022-12-21T09:05:35+0300
Системный администратор,70000,80000,RUR,Ростов-на-Дону,2022-12-21T09:08:31+0300
Специалист по изучению поисковой выдачи в Яндекс,,65000,RUR,Санкт-Петербург,2022-12-21T08:34:42+0300
Проектный менеджер,,100000,RUR,Воронеж,2022-12-21T08:10:20+0300
Монтажник РЭА печатных плат,50000,,RUR,Ульяновск,2022-12-21T09:55:16+0300
"Механик по выпуску ТС на линию (РЦ Пятерочка, Рыбное)",42000,45000,RUR,Рязань,2022-12-21T09:15:48+0300
Web-программист,80000,,RUR,Старый Оскол,2022-12-21T08:59:01+0300
Специалист технической поддержки,30000,80000,RUR,Владивосток,2022-12-21T09:41:11+0300
Оператор станка с ЧПУ (деревообработка),80000,,RUR,Ногинск,2022-12-21T09:09:46+0300
Инженер технической поддержки розничной сети,63200,63200,RUR,Екатеринбург,2022-12-21T09:22:02+0300
Frontend-разработчик (middle),120000,,RUR,Владивосток,2022-12-21T09:41:11+0300
Специалист технической поддержки,70000,,RUR,Москва,2022-12-21T09:30:39+0300
Токарь-универсал,110000,130000,RUR,Нижний Новгород,2022-12-21T09:59:16+0300
Оператор станков с ПУ,70000,,RUR,Санкт-Петербург,2022-12-21T09:38:30+0300
Ведущий специалист сетевого оборудования,170000,,RUR,Москва,2022-12-21T09:09:38+0300
Механик,40000,,RUR,Иваново (Ивановская область),2022-12-21T09:23:17+0300
Инженер-программист,46200,,RUR,Новороссийск,2022-12-21T08:36:44+0300
Аналитик-оператор (1С) контракт Ферреро,30000,30000,RUR,Омск,2022-12-21T08:01:59+0300
Оператор станка лазерной резки\Оператор ЧПУ,69000,92000,RUR,Ростов-на-Дону,2022-12-21T09:10:50+0300
Технический специалист,500000,,KZT,Костанай,2022-12-21T09:59:14+0300
Оператор листогибочного станка( Производство металлоконструкций),105000,,RUR,Санкт-Петербург,2022-12-21T09:22:25+0300
Оператор станков с ЧПУ (фрезерная группа),50000,,RUR,Тула,2022-12-21T08:43:42+0300
Дизайнер UX/UI (Senior/Middle+),150000,,RUR,Екатеринбург,2022-12-21T09:30:12+0300
Младший специалист техподдержки,30000,54000,RUR,Москва,2022-12-21T09:23:21+0300
Наладчик ЧПУ (запуск новых станков),131000,133000,RUR,Елабуга,2022-12-21T09:32:02+0300
Руководитель проекта / менеджер проектного офиса,60000,,RUR,Пермь,2022-12-21T08:06:06+0300
Механик,73000,,RUR,Хабаровск,2022-12-21T08:10:43+0300
Электромеханик,50000,60000,RUR,Казань,2022-12-21T09:05:20+0300
